palabra,frecuencia
continúa,23131
registro,23130
puse,23121
políticas,23104
merece,23077
profundo,23054
comercial,23017
cerrado,22989
proteger,22972
crecimiento,22967
inteligencia,22939
aquello,22923
magia,22913
económico,22896
madera,22886
tendrán,22883
herida,22870
conducir,22866
lluvia,22856
detente,22851
cadena,22848
llegaron,22842
and,22816
sois,22815
princesa,22807
sistemas,22803
hable,22748
cambia,22725
lenguaje,22705
gracia,22694
show,22693
dedo,22687
trajo,22667
líneas,22660
normalmente,22640
eddie,22639
sabido,22612
recuperar,22582
completa,22564
octubre,22535
autobús,22533
aumento,22516
números,22506
tuviste,22480
disco,22472
pensamiento,22454
circunstancias,22442
correo,22417
programas,22400
período,22399
bala,22368
negros,22368
vacío,22364
diciembre,22362
propuesta,22354
descubrir,22328
montaña,22318
chris,22310
llegué,22293
enferma,22287
junio,22283
reino,22269
pobres,22252
legal,22248
siga,22246
aeropuerto,22244
física,22224
cáncer,22219
escuche,22215
alemán,22206
papi,22205
refiere,22202
alegría,22170
ángeles,22168
construir,22164
hablaba,22139
olor,22134
señoría,22128
orgulloso,22121
versión,22114
cuidar,22111
abril,22104
paga,22057
dejarlo,22056
mírame,22055
tonterías,22055
ejercicio,22046
monstruo,22043
creación,22042
malos,22039
federal,22037
llamaba,22015
enero,22002
quedarte,21980
tardes,21979
supe,21976
despacio,21970
competencia,21963
superficie,21933
débil,21918
rápidamente,21905
seres,21902
labios,21891
enviado,21890
rayos,21866
déjeme,21862
debí,21853
lleve,21822
will,21817
decisiones,21815
considera,21812
cerdo,21809
comportamiento,21806
perdone,21794
borracho,21778
identidad,21774
argentina,21767
martin,21752
estúpida,21743
recibió,21739
asesinado,21736
participación,21735
bella,21729
tenéis,21728
enamorado,21726
preocupe,21721
entero,21716
pelear,21650
sombrero,21640
doce,21638
personaje,21635
digamos,21605
últimamente,21591
haberte,21559
contó,21557
página,21543
escribió,21490
contento,21480
in,21475
moral,21465
parecido,21441
tv,21422
asociación,21411
probable,21408
deber,21407
éramos,21405
tráfico,21402
pertenece,21396
oigan,21335
sonrisa,21331
estan,21324
tales,21312
pollo,21300
ocasiones,21299
ponga,21278
consecuencia,21276
espada,21273
ryan,21263
consiguió,21249
trataba,21247
audiencia,21211
charles,21185
cargos,21168
régimen,21164
decidió,21153
venía,21135
necesitar,21119
inútil,21112
errores,21110
examen,21108
fantasma,21093
fernando,21090
produce,21085
podrás,21083
leo,21075
entrenador,21059
términos,21056
limpio,21043
comercio,21037
dormido,21025
adn,21017
conocerte,21012
almuerzo,21007
corta,21007
distintos,21005
estudiar,21002
septiembre,20998
g,20980
queso,20968
regresa,20968
movimientos,20959
harán,20955
italia,20941
canal,20938
cadáver,20932
techo,20904
uds.,20900
consigue,20877
escuchado,20862
castillo,20860
pieza,20858
gobernador,20844
territorio,20834
especiales,20832
esquina,20823
etapa,20807
martes,20791
ciudadanos,20777
treinta,20771
autoridad,20744
dejaste,20742
hablé,20737
acabas,20715
democracia,20714
cinta,20709
documentos,20706
robar,20689
poniendo,20684
podremos,20677
olvídalo,20674
árboles,20670
responder,20645
cuba,20628
video,20622
metido,20616
viven,20605
enviar,20599
enemigos,20590
frecuencia,20586
capítulo,20566
demanda,20557
votos,20556
fría,20540
bobby,20527
jueves,20517
testigos,20500
agradezco,20470
aceite,20465
lástima,20454
piensan,20453
ayude,20438
pablo,20427
lados,20403
acuerdas,20357
tono,20334
demonio,20332
talento,20301
novela,20296
explica,20286
concepto,20275
niñas,20264
gratis,20243
jake,20243
cámaras,20241
ei,20235
azúcar,20223
privada,20222
agencia,20213
compra,20209
primo,20204
mata,20199
conferencia,20189
amante,20186
imagino,20181
tierras,20181
creemos,20179
museo,20176
cientos,20169
americano,20166
niveles,20151
sombra,20148
desayuno,20138
fortuna,20123
actuación,20098
fondos,20094
famoso,20091
diste,20090
impresionante,20082
sienta,20063
tomé,20053
marzo,20047
amistad,20036
podré,20034
bienvenidos,20022
contenido,20021
querían,20000
convierte,19997
amy,19974
intentado,19972
moda,19958
impresión,19957
sepas,19937
vieron,19934
camisa,19926
prácticamente,19913
distintas,19912
perdiendo,19901
l,19894
hubieras,19860
operaciones,19859
ciudades,19858
entrega,19857
recoger,19838
saca,19820
puto,19816
apareció,19803
droga,19794
éstos,19792
of,19790
date,19785
notas,19782
transporte,19779
descansar,19774
cultural,19773
cae,19772
cura,19770
actor,19759
confía,19755
presentar,19746
consecuencias,19737
dra.,19714
jugadores,19695
controlar,19694
preciosa,19681
manejar,19679
agujero,19664
india,19662
despacho,19659
desapareció,19647
llevará,19634
to,19625
hablan,19624
campamento,19606
escuchando,19606
firme,19604
noviembre,19592
toque,19581
dejan,19573
fueran,19573
sr,19573
pon,19567
querría,19567
funcionar,19564
respuestas,19539
pasé,19508
ii,19497
aspectos,19485
actualmente,19471
invitado,19468
mensajes,19466
siguientes,19459
genio,19455
aventura,19451
adam,19429
conde,19381
enfermera,19379
espejo,19371
conocemos,19368
convirtió,19366
llamé,19358
mostrar,19349
zonas,19333
humanidad,19324
motor,19322
valiente,19320
características,19313
detener,19308
pasan,19298
podían,19296
compartir,19293
discutir,19292
reales,19291
plato,19287
útil,19287
r,19265
deuda,19259
seguido,19227
sección,19211
thomas,19209
ahi,19204
mueve,19204
utilizar,19200
servir,19198
huele,19195
ventaja,19167
tonta,19153
siguiendo,19142
ponte,19124
jugador,19122
aguas,19120
kevin,19119
chile,19113
gordo,19109
entera,19089
criminal,19061
creerlo,19059
gira,19054
dejando,19050
voto,19049
quedo,19047
conexión,19041
cuáles,19041
felipe,19027
contado,19012
limpiar,19009
crea,19002
leído,18987
dudas,18965
león,18963
familiares,18948
amas,18937
lago,18934
canciones,18933
llamando,18928
instante,18911
conocen,18900
gustó,18896
finales,18890
brian,18880
precios,18878
vaso,18860
efectivo,18845
colores,18826
pastel,18818
llámame,18798
mintiendo,18759
eric,18744
combate,18715
cero,18713
mr,18696
reacción,18692
huesos,18691
invierno,18690
agosto,18687
imaginar,18687
marina,18670
juntas,18668
mapa,18659
intentó,18643
alcanzar,18633
aparentemente,18618
poderes,18618
cola,18600
dígame,18597
mínimo,18595
venganza,18595
europea,18592
falso,18569
libres,18530
igualmente,18521
profesionales,18518
sesión,18515
consumo,18513
ganó,18511
rock,18510
plantas,18508
necesidades,18506
división,18490
exposición,18490
descubierto,18480
nieve,18476
ofrece,18462
extra,18444
volviendo,18444
anna,18442
frontera,18438
estudiante,18410
escritor,18408
j,18405
elegido,18396
robado,18394
preguntaba,18385
tomas,18378
disparo,18369
sobrevivir,18361
invitados,18360
taza,18353
habíamos,18345
influencia,18345
andar,18318
jorge,18305
campos,18295
llevaron,18285
pongo,18281
alimentos,18271
podrán,18256
arena,18249
locales,18241
mejorar,18232
pensamos,18232
walter,18229
coge,18224
créeme,18223
amigas,18221
cambió,18220
tormenta,18219
cansada,18212
guapo,18212
oposición,18201
virus,18195
páginas,18194
dioses,18172
complicado,18164
suele,18154
vimos,18152
objetos,18147
íbamos,18130
pasaba,18120
caído,18074
chocolate,18074
guapa,18067
laura,18054
tradición,18053
objetivos,18052
disparar,18041
dejen,18039
personajes,18038
william,18032
bastardo,18017
aquellas,18016
fiestas,17988
olvidé,17985
puestos,17970
pescado,17969
ciertas,17961
estómago,17960
asustado,17951
cortar,17948
pidiendo,17946
ladrón,17938
santiago,17921
llegada,17909
kate,17888
levántate,17883
blancos,17852
oyes,17851
maravillosa,17849
piezas,17842
llegan,17833
intentarlo,17830
durmiendo,17829
responde,17829
pierde,17809
matarme,17801
representa,17801
mataron,17798
new,17793
doctora,17783
vivos,17783
llevamos,17779
comprendo,17776
cerrada,17768
fase,17767
permitir,17765
vueltas,17758
mami,17756
técnico,17755
paredes,17750
término,17739
fueras,17730
dejaron,17726
piloto,17726
extranjero,17716
pese,17714
vehículo,17713
disculpas,17711
presentación,17707
socio,17702
deprisa,17701
tumba,17695
vivía,17687
tesoro,17682
encontraste,17680
recientemente,17678
cuantos,17666
paquete,17659
nuevamente,17658
explicación,17656
empezando,17623
tambien,17622
levanta,17608
suave,17607
temperatura,17598
móvil,17597
distinto,17585
hecha,17584
mama,17577
jerry,17576
pasión,17576
bebida,17558
haberme,17550
rara,17546
pura,17536
anteriormente,17531
fotografía,17517
frase,17517
solas,17489
rápida,17485
estrategia,17481
maneras,17455
casarse,17444
documento,17435
mio,17433
proyectos,17431
nacido,17426
personalmente,17423
motivos,17421
normas,17418
andy,17415
intenté,17414
seria,17411
psoe,17400
centros,17386
constitución,17385
desgracia,17374
coches,17367
conducta,17352
tomo,17338
pelota,17325
california,17323
generales,17315
capaces,17313
bolsillo,17311
nació,17307
quince,17296
bordo,17292
destruir,17286
concierto,17283
virgen,17280
generación,17279
pones,17274
pregunté,17267
hubieran,17257
pedazo,17255
scott,17253
maté,17252
periodista,17238
rica,17228
correcta,17211
lisa,17169
sucio,17165
muchacha,17155
caída,17145
resistencia,17141
ponen,17136
tengamos,17130
conflicto,17127
martín,17121
límite,17116
abogados,17103
seguimos,17099
decidir,17097
obstante,17093
personalidad,17093
archivos,17092
alcance,17090
impuestos,17066
unidades,17052
anteriores,17039
sheriff,17032
harías,17029
entrenamiento,17028
alemanes,17025
bote,17020
olvides,17018
miércoles,17009
plano,16998
requiere,16994
libras,16976
cirugía,16971
sexy,16967
regla,16958
hablemos,16951
liga,16944
lópez,16943
escribe,16942
rachel,16936
trabajaba,16931
kim,16926
sentimiento,16916
empleados,16913
hables,16901
fábrica,16885
torre,16874
encuentras,16870
preocupada,16862
vuelvas,16862
electoral,16856
doña,16854
instituciones,16849
limpia,16839
ponerse,16822
acusado,16804
señoras,16792
fué,16789
breve,16786
bravo,16785
favorito,16777
vigilancia,16773
evolución,16771
consigo,16765
abandonar,16761
viajar,16758
inversión,16753
detenido,16739
dirá,16727
campeón,16724
ejecutivo,16721
dia,16711
suponía,16708
explosión,16702
enfermedades,16699
fácilmente,16690
delito,16686
fines,16685
actos,16682
procedimiento,16677
publicidad,16670
socialista,16653
mentiras,16648
truco,16638
diversión,16637
larry,16637
seguía,16628
adecuado,16615
ricos,16614
continuación,16606
patio,16599
ana,16596
franco,16596
ruta,16594
selección,16593
comisario,16581
señaló,16577
opciones,16568
personales,16567
interesado,16565
masa,16556
candidato,16551
milagro,16538
sacó,16537
iguales,16534
hojas,16527
punta,16526
pantalla,16522
pudiste,16520
tropas,16515
precioso,16511
uniforme,16510
alumnos,16504
des,16504
pete,16504
periódicos,16501
verle,16501
científico,16497
establecer,16496
partida,16483
curiosidad,16481
esperamos,16481
reforma,16478
carro,16476
crítica,16468
rodríguez,16463
referencia,16445
torno,16445
termine,16442
chicago,16439
sencillo,16434
mental,16430
lección,16421
wow,16416
distrito,16410
volví,16407
heridas,16395
promesa,16393
gastos,16386
límites,16380
febrero,16378
quieto,16370
siglos,16365
ciertamente,16356
toques,16335
preocupación,16329
deseos,16317
huir,16313
secundaria,16313
escuchen,16302
soportar,16298
demostrar,16291
idiotas,16286
cincuenta,16285
diseño,16274
sectores,16271
ira,16257
computadora,16256
llego,16255
cristo,16237
funciones,16232
tensión,16229
señales,16214
nacimiento,16212
suficientes,16209
vivido,16200
compras,16186
saldrá,16183
helado,16180
alianza,16174
alberto,16171
kelly,16160
reyes,16135
rafael,16125
muchísimo,16120
mataste,16119
funeral,16118
juventud,16117
camioneta,16116
jeff,16104
científicos,16091
salsa,16082
emily,16078
senador,16070
pueblos,16057
celular,16055
dirige,16051
conductor,16049
jason,16048
juega,16046
llegará,16039
grandioso,16035
aplicación,16029
irás,16029
primavera,16026
guste,16023
v,16017
decirles,16014
nerviosa,16009
llorando,16006
clínica,15987
den,15981
respirar,15979
gesto,15974
difíciles,15964
altos,15952
diferencias,15946
fenómeno,15921
básicamente,15907
restos,15904
poquito,15899
siéntese,15899
supo,15882
comprender,15878
molesto,15871
guardias,15867
dejamos,15847
sir,15847
orgullo,15830
viniste,15825
haberse,15824
llegando,15819
bola,15816
presupuesto,15816
copia,15808
empecé,15808
desierto,15807
carter,15806
ciertos,15796
posibles,15769
tirar,15755
empezamos,15751
obvio,15748
biblioteca,15738
cierre,15737
ocupada,15723
disparó,15716
matt,15709
cabrón,15678
judicial,15678
duerme,15677
próximos,15669
traducción,15658
javier,15657
permanecer,15653
identificación,15649
valle,15648
aires,15646
caminando,15636
americanos,15627
convertirse,15627
paciencia,15626
poca,15625
acaban,15624
it,15610
quedará,15596
relájate,15594
dudo,15588
acabamos,15584
explicó,15573
humo,15573
organismo,15558
nacionales,15543
abrió,15540
caza,15540
ausencia,15536
podías,15535
esperan,15534
declaraciones,15522
equivocada,15521
muriendo,15520
mono,15518
tomaré,15518
jodido,15504
diversos,15499
daría,15489
logrado,15480
bolso,15472
indios,15471
pp,15466
miel,15452
consciente,15448
escucho,15445
puesta,15443
archivo,15442
tenia,15441
meter,15423
discusión,15418
meta,15413
salen,15400
casada,15398
japón,15398
ayuntamiento,15392
dificultades,15390
cabezas,15388
trató,15376
rodillas,15371
detalle,15369
físico,15367
granja,15367
concurso,15361
debate,15361
alan,15339
lágrimas,15337
evidente,15336
clima,15330
asimismo,15329
llevando,15321
pasillo,15315
puro,15310
artistas,15308
hermanas,15305
autos,15303
chaqueta,15298
similar,15298
técnicas,15298
alternativa,15294
rompió,15282
éstas,15279
enrique,15271
literatura,15266
extremo,15263
smith,15263
felicitaciones,15262
método,15260
whisky,15248
presentó,15245
trabajado,15244
x,15235
preparar,15233
industrial,15222
golpes,15214
mario,15206
musical,15206
dave,15205
logró,15203
deberá,15187
fumar,15187
abrigo,15182
sabéis,15173
robó,15165
escaleras,15162
montañas,15150
h,15134
hierro,15131
intervención,15116
preciso,15111
menores,15110
anuncio,15101
asistente,15089
comprobar,15087
alerta,15082
lectura,15081
imaginación,15074
malditos,15070
naturalmente,15067
misterio,15064
felicidades,15061
situaciones,15061
licencia,15057
perdida,15056
encargo,15049
sorprende,15045
permanente,15029
tira,15027
castigo,15022
voces,15022
serlo,15016
edición,15005
metro,14993
recibe,14991
parada,14984
usado,14982
reciente,14981
bienes,14979
factores,14978
considerar,14969
olvida,14968
directa,14966
grados,14966
suicidio,14966
busco,14959
cuerda,14958
hacían,14958
resultó,14958
emma,14940
ruego,14933
clark,14932
guarda,14932
piedras,14924
carl,14920
conseguí,14914
antiguos,14913
registros,14907
públicas,14899
diego,14895
charla,14885
quedas,14869
pérez,14842
murieron,14838
cristal,14834
salvaje,14834
brasil,14830
pasamos,14822
curioso,14816
aburrido,14807
comido,14807
ed,14795
supiera,14787
suceder,14781
roca,14773
siguió,14772
preguntarle,14771
mover,14769
significado,14769
grace,14763
rusia,14752
julia,14751
compré,14747
flor,14744
pensamientos,14736
ilegal,14734
aprendido,14722
podéis,14720
reconocimiento,14717
visitar,14715
reserva,14713
indica,14691
diversas,14690
aproximadamente,14687
aviso,14683
estuvieron,14683
fresco,14678
religión,14677
revisar,14659
coincidencia,14647
perdóname,14645
dejarme,14642
once,14641
sara,14634
incendio,14631
ja,14629
templo,14620
aseguro,14619
ayudarle,14616
roger,14609
miami,14608
parado,14606
cuarenta,14603
episodio,14602
caras,14584
muevas,14579
quedé,14576
desearía,14575
salgan,14573
materiales,14570
suma,14570
bancos,14561
costumbre,14559
guía,14553
lento,14550
corresponde,14546
impacto,14542
alarma,14540
vean,14533
francesa,14517
encuentre,14511
lobo,14500
beneficios,14494
annie,14482
afirmó,14470
sufrir,14467
amaba,14463
cabe,14459
pesadilla,14457
quedamos,14448
sucedido,14448
dicha,14447
pedirle,14444
km,14441
cajas,14438
parlamento,14434
imperio,14428
cuantas,14425
honesto,14413
ey,14412
simon,14411
fundamental,14404
poderoso,14401
esperas,14396
claire,14393
participar,14382
formar,14377
celebrar,14368
estemos,14350
escalera,14342
encontraremos,14331
saltar,14329
ánimo,14329
internacionales,14327
piense,14326
ee,14322
muévete,14322
aseguró,14316
especies,14314
triunfo,14308
disposición,14299
ideal,14288
constante,14282
oigo,14280
gestión,14278
públicos,14278
trabajas,14273
deporte,14270
poeta,14270
preparados,14264
vivimos,14264
marcas,14261
miró,14260
quedaba,14254
sacado,14242
desaparecer,14235
sopa,14230
homicidio,14225
poesía,14221
divorcio,14218
círculo,14215
falsa,14209
ramón,14209
moneda,14206
atrapado,14204
cubierta,14202
escala,14200
gritos,14198
confío,14189
vais,14183
festival,14181
apuesta,14180
saco,14177
andando,14165
serían,14164
considerado,14163
cobarde,14156
darse,14153
representantes,14153
lord,14148
piscina,14147
italiano,14138
fernández,14136
patrón,14131
afirma,14113
kyle,14109
decírselo,14099
informes,14099
sabor,14091
comiendo,14089
procesos,14082
dijera,14076
millas,14072
salí,14072
lentamente,14069
células,14056
volumen,14056
casualidad,14055
f,14052
vives,14049
ceremonia,14041
sentencia,14036
contenta,14031
